#    L    TT             EE             BB             TE          
   280    0.30057E-01    0.22662E-03    0.12622E-03   -0.90017E-03
   281    0.29158E-01    0.22755E-03    0.12545E-03   -0.86660E-03
   282    0.28275E-01    0.22841E-03    0.12466E-03   -0.83228E-03
   283    0.27408E-01    0.22920E-03    0.12386E-03   -0.79729E-03
   284    0.26558E-01    0.22992E-03    0.12303E-03   -0.76169E-03
   285    0.25727E-01    0.23057E-03    0.12220E-03   -0.72556E-03
   286    0.24914E-01    0.23115E-03    0.12134E-03   -0.68897E-03
   287    0.24122E-01    0.23165E-03    0.12048E-03   -0.65198E-03
   288    0.23351E-01    0.23207E-03    0.11960E-03   -0.61467E-03
   289    0.22603E-01    0.23241E-03    0.11871E-03   -0.57712E-03
   290    0.21877E-01    0.23266E-03    0.11780E-03   -0.53938E-03
   291    0.21176E-01    0.23283E-03    0.11689E-03   -0.50154E-03
   292    0.20500E-01    0.23291E-03    0.11596E-03   -0.46365E-03
   293    0.19850E-01    0.23289E-03    0.11503E-03   -0.42580E-03
   294    0.19227E-01    0.23278E-03    0.11409E-03   -0.38806E-03
   295    0.18632E-01    0.23258E-03    0.11314E-03   -0.35049E-03
   296    0.18066E-01    0.23227E-03    0.11218E-03   -0.31317E-03
   297    0.17531E-01    0.23187E-03    0.11122E-03   -0.27616E-03
   298    0.17026E-01    0.23135E-03    0.11025E-03   -0.23954E-03
   299    0.16553E-01    0.23074E-03    0.10928E-03   -0.20338E-03
   300    0.16114E-01    0.23001E-03    0.10831E-03   -0.16776E-03
   301    0.15708E-01    0.22917E-03    0.10733E-03   -0.13272E-03
   302    0.15335E-01    0.22822E-03    0.10635E-03   -0.98288E-04
   303    0.14995E-01    0.22717E-03    0.10537E-03   -0.64476E-04
   304    0.14686E-01    0.22601E-03    0.10439E-03   -0.31290E-04
   305    0.14407E-01    0.22476E-03    0.10341E-03    0.12623E-05
   306    0.14158E-01    0.22341E-03    0.10243E-03    0.33172E-04
   307    0.13938E-01    0.22197E-03    0.10145E-03    0.64431E-04
   308    0.13745E-01    0.22045E-03    0.10048E-03    0.95031E-04
   309    0.13580E-01    0.21884E-03    0.99500E-04    0.12496E-03
   310    0.13440E-01    0.21715E-03    0.98528E-04    0.15422E-03
   311    0.13325E-01    0.21538E-03    0.97559E-04    0.18280E-03
   312    0.13235E-01    0.21354E-03    0.96594E-04    0.21068E-03
   313    0.13168E-01    0.21162E-03    0.95633E-04    0.23786E-03
   314    0.13123E-01    0.20965E-03    0.94678E-04    0.26433E-03
   315    0.13100E-01    0.20761E-03    0.93728E-04    0.29008E-03
